TX,Callahan,1
TX,Jones,1
TX,Taylor,1
OH,Portage2,1
OH,Summit,1
GA,Dougherty,2
GA,Lee,2
GA,Terrell,2
GA,Worth,2
OR,Linn,1
NY,Albany,1
NY,Rensselaer,1
NY,Saratoga,1
NY,Schenectady,1
NY,Schoharie,1
NM,Bernalillo,3
NM,Sandoval,3
NM,Torrance,3
NM,Valencia,3
LA,Grant,3
LA,Rapides Parishes,3
PA,Blair,1
TX,Armstrong,2
TX,Carson,2
TX,Oldham,2
TX,Potter,2
TX,Randall,2
IA,Boone,1
IA,Story,1
AK,Anchorage,4
AK,Matanuska-Susitna,4
MI,Washtenaw,1
WI,Calumet,1
WI,Outagamie,1
NC,Buncombe,1
NC,Haywood,1
NC,Henderson,1
NC,Madison,1
NJ,Atlantic,1
GA,Burke,1
GA,Columbia,1
GA,Lincoln,1
GA,McDuffie,1
GA,Richmond,1
SC,Aiken,1
SC,Edgefield,1
TX,Bastrop,1
TX,Caldwell,1
TX,Hays,1
TX,Travis,1
TX,Williamson,1
CA,Kern,3
MD,Anne Arundel,2
MD,Baltimore,2
MD,Carroll,2
MD,Harford,2
MD,Howard,2
MD,Queen Anne's,2
MD,Baltimore City,2
ME,Penobscot,0
MA,Barnstable,1
LA,Ascension,2
LA,Assumption,2
LA,East Baton Rouge,2
LA,East Feliciana,2
LA,Iberville,2
LA,Livingston,2
LA,Pointe Coupee,2
LA,St. Helena,2
LA,West Baton Rouge,2
LA,West Feliciana Parishes,2
MI,Calhoun,2
MI,Bay,1
TX,Hardin,2
TX,Jefferson,2
TX,Orange,2
WA,Whatcom,1
OR,Deschutes,1
MT,Carbon,1
MT,Stillwater,1
MT,Yellowstone,1
NY,Broome,1
NY,Tioga,1
ND,Burleigh,1
ND,Morton,1
ND,Oliver,1
VA,Giles,1
VA,Montgomery,1
VA,Pulaski,1
VA,Radford,1
IL,McLean,1
ID,Ada,1
ID,Boise,1
ID,Canyon,1
ID,Gem,1
ID,Owyhee,1
MA,Boston,1
MA,Cambridge-Newton-Framingham,1
NH,Rockingham,1
NH,Strafford,1
CO,Norfolk,1
CO,Plymouth,1
CO,Suffolk,1
CO,Essex,1
CO,Middlesex,1
CO,Rockingham,0
CO,Strafford,0
CO,Boulder,1
KY,Allen,1
KY,Butler,1
KY,Edmonson,1
KY,Warren,1
WA,Kitsap,1
CT,Fairfield,1
TX,Cameron,1
NY,Erie,1
NY,Niagara,1
NC,Alamance,1
VT,Chittenden,1
VT,Franklin,1
VT,Grand,1
VT,Isle,1
MD,St. Mary's,1
OH,Carroll,1
OH,Stark,1
FL,Lee,1
IL,Alexander,1
MO,Bollinger,1
MO,Cape Girardeau,1
NV,Carson,1
WY,Natrona,1
IA,Benton,1
IA,Jones,1
IA,Linn,1
IL,Champaign,1
IL,Piatt,1
SC,Berkeley,2
SC,Charleston,2
SC,Dorchester,2
VA,Albemarle,1
VA,Buckingham,1
VA,Fluvanna,1
VA,Greene,1
VA,Nelson,1
VA,Charlottesville,1
GA,Catoosa,2
GA,Dade,2
GA,Walker,2
TN,Hamilton,2
TN,Marion,2
TN,Sequatchie,2
CA,Butte,2
IN,Dearborn,1
IN,Franklin,1
IN,Ohio,1
IN,Union,1
KY,Boone,1
KY,Bracken,1
KY,Campbell,1
KY,Gallatin,1
KY,Grant,1
KY,Kenton,1
KY,Pendleton,1
OH,Brown,1
OH,Butler,1
OH,Clermont,1
OH,Hamilton,1
OH,Warren,1
KY,Christian,1
KY,Trigg,1
TN,Montgomery,1
TN,Stewart,1
TN,Bradley,2
TN,Polk,2
OH,Cuyahoga,1
OH,Geauga,1
OH,Lake,1
OH,Lorain,1
OH,Medina,1
ID,Kootenai,1
TX,Brazos,1
TX,Burleson,1
TX,Robertson,1
CO,El Paso,2
CO,Teller,2
MO,Boone,1
MO,Cooper,1
MO,Howard3,1
SC,Calhoun,2
SC,Fairfield,2
SC,Kershaw,2
SC,Lexington,2
SC,Richland,2
SC,Saluda,2
IN,Bartholomew,1
OH,Delaware,1
OH,Fairfield,1
OH,Franklin,1
OH,Hocking,1
OH,Licking,1
OH,Madison,1
OH,Morrow,1
OH,Perry,1
OH,Pickaway,1
OH,Union,1
TX,Nueces,2
TX,San Patricio,2
FL,Okaloosa,1
FL,Walton,1
MD,Allegany,1
WV,Mineral,1
IL,Vermilion,3
IL,Henry,1
IL,Mercer,1
IL,Rock Island,1
IA,Scott,1
OH,Greene,1
OH,Miami,1
OH,Montgomery,1
IL,Macon,2
FL,Flagler,1
FL,Volusia,1
MI,Detroit-Dearborn-Livonia,2
MI,Warren-Troy-Farmington,2
MI,Hills,2
DE,Kent,1
IA,Dubuque,1
MN,Carlton,1
MN,Lake,1
MN,St. Louis,1
WI,Douglas,1
NC,Chatham,2
NC,Durham,2
NC,Granville,2
NC,Orange,2
NC,Person,2
PA,Monroe,1
WI,Chippewa,1
WI,Eau,1
WI,Claire,1
CA,Imperial,1
KY,Hardin,1
KY,Larue,1
KY,Meade,1
NY,Chemung,1
TX,El Paso,1
TX,Hudspeth,1
OK,Garfield,1
PA,Erie,1
OR,Lane,1
IN,Posey,1
IN,Vanderburgh,1
IN,Warrick,1
KY,Henderson,1
AK,Fairbanks,3
AK,North,3
AK,Star,3
MN,Clay,1
ND,Cass,1
AZ,Coconino,1
MI,Genesee,2
SC,Darlington,3
SC,Florence,3
WI,Fond,1
WI,du,1
WI,Lac,1
CO,Larimer,1
AR,Crawford,2
AR,Franklin,2
AR,Sebastian,2
OK,Sequoyah,2
IN,Allen,1
IN,Whitley,1
FL,Alachua,2
FL,Gilchrist,2
FL,Levy,2
NY,Warren,0
NY,Washington,0
NC,Wayne,1
MN,Polk,1
ND,Grand Forks,1
NE,Hall,1
NE,Howard,1
NE,Merrick,1
CO,Mesa,1
MI,Ionia,1
MI,Kent,1
MI,Montcalm,1
MI,Ottawa,1
OR,Josephine,1
MT,Cascade,1
CO,Weld,1
WI,Brown,1
WI,Kewaunee,1
WI,Oconto,1
NC,Guilford,2
NC,Randolph,2
NC,Rockingham,2
NC,Pitt,1
MS,Hancock,1
MS,Harrison,1
MS,Jackson,1
MS,Stone,1
CA,Kings,1
VA,Rockingham,0
VA,Harrisonburg,0
CT,Hartford,1
CT,Middlesex,1
CT,Tolland,1
SC,Beaufort,1
SC,Jasper,1
FL,Citrus,1
AR,Garland,2
LA,Lafourche,1
LA,Terrebonne,1
KY,Boyd,1
KY,Carter,1
KY,Greenup,1
OH,Lawrence,1
WV,Cabell,1
WV,Putnam,1
WV,Wayne,1
ID,Bonneville,1
ID,Butte,1
ID,Jefferson,1
IA,Johnson,1
IA,Washington,1
NY,Tompkins,1
MI,Jackson,2
TN,Chester,2
TN,Crockett,2
TN,Gibson,2
TN,Madison,2
FL,Baker,2
FL,Clay,2
FL,Duval,2
FL,Nassau,2
FL,St. Johns,2
WI,Rock,1
MO,Callaway,1
MO,Cole,1
MO,Moniteau,1
MO,Osage,1
TN,Carter,1
TN,Unicoi,1
TN,Washington,1
AR,Craighead,2
AR,Poinsett,2
MO,Jasper,2
MO,Newton,2
HI,Maui,1
MI,Kalamazoo,2
IL,Kankakee,1
WA,Benton,1
WA,Franklin,1
TX,Bell,1
TX,Coryell,1
TX,Lampasas3,1
TN,Hawkins,1
TN,Sullivan,1
VA,Scott,1
VA,Bristol City,1
NY,Ulster,1
TN,Anderson,1
TN,Blount,1
TN,Campbell,1
TN,Knox,1
TN,Loudon,1
TN,Morgan,1
TN,Roane,1
TN,Union,1
IN,Howard,2
MN,Houston,1
WI,La Crosse,1
LA,Acadia,2
LA,Iberia,2
LA,Lafayette,2
LA,St. Martin,2
LA,Vermilion,2
IN,Benton,1
IN,Carroll,1
IN,Tippecanoe,1
IN,Warren,1
LA,Calcasieu,2
LA,Cameron,2
AZ,Mohave,1
FL,Polk,1
MI,Clinton,1
MI,Eaton,1
MI,Ingham,1
MI,Shiawassee,1
TX,Webb,1
NM,Dona,2
NM,Ana,2
NV,Clark,2
OK,Comanche,2
OK,Cotton,2
PA,Lebanon,0
ID,Nez Perce,1
WA,Asotin,1
ME,Androscoggin,1
KY,Bourbon,1
KY,Clark,1
KY,Fayette,1
KY,Jessamine,1
KY,Scott,1
KY,Woodford,1
OH,Allen,1
NE,Lancaster,1
NE,Seward,1
AR,Faulkner,2
AR,Grant,2
AR,Lonoke,2
AR,Perry,2
AR,Pulaski,2
AR,Saline4,2
ID,Franklin,1
UT,Cache,1
TX,Gregg,1
TX,Harrison,1
TX,Rusk,1
TX,Upshur,1
WA,Cowlitz,1
CA,Anaheim-Santa,2
CA,Ana-Irvine,2
CA,Los,2
CA,Angeles-Long,2
CA,Beach-Glendale,2
IN,Clark,2
IN,Floyd,2
IN,Harrison,2
IN,Washington,2
KY,Bullitt,2
KY,Henry,2
KY,Jefferson,2
KY,Oldham,2
KY,Shelby,2
KY,Spencer,2
TX,Crosby,3
TX,Lubbock,3
TX,Lynn3,3
VA,Amherst,1
VA,Appomattox,1
VA,Bedford,1
VA,Campbell,1
VA,Lynchburg,1
GA,Bibb,2
GA,Crawford,2
GA,Jones,2
GA,Monroe,2
GA,Twiggs,2
CA,Madera,1
WI,Columbia,1
WI,Dane,1
WI,Green,1
WI,Iowa,1
NH,Hillsborough,1
KS,Geary,1
KS,Pottawatomie,1
KS,Riley4,1
MN,Blue,1
MN,Earth,1
MN,Nicollet,1
OH,Richland,1
TX,Hidalgo,1
AR,Crittenden,3
AR,County,3
MS,DeSoto,3
MS,Marshall,3
MS,Tate,3
MS,Tunica2,3
TN,Fayette,3
TN,Shelby,3
TN,Tipton,3
CA,Merced,2
FL,Fort,2
FL,Lauderdale-Pompano,2
FL,Beach-Sunrise,2
FL,Miami-Miami,2
FL,Beach-Kendall,2
FL,West,2
FL,Palm,2
FL,Beach-Boca,2
FL,Raton-Boynton,2
FL,Beach,2
MI,Midland,1
WI,Milwaukee,2
WI,Ozaukee,2
WI,Washington,2
WI,Waukesha,2
MN,Anoka,1
MN,Carver,1
MN,Chisago,1
MN,Dakota,1
MN,Hennepin,1
MN,Isanti,1
MN,Le Sueur,1
MN,Mille Lacs,1
MN,Ramsey,1
MN,Scott,1
MN,Sherburne,1
MN,Washington,1
WI,Pierce,1
WI,St. Croix,1
MT,Missoula,1
CA,Stanislaus,2
LA,Morehouse,3
LA,Ouachita,3
LA,Union,3
WV,Monongalia,1
WV,Preston,1
TN,Grainger,1
TN,Hamblen,1
TN,Jefferson,1
WA,Skagit,1
MI,Muskegon,2
NC,Brunswick,1
SC,Horry,1
CA,Napa,1
FL,Collier,1
TN,Cannon,2
TN,Cheatham,2
TN,Davidson,2
TN,Dickson,2
TN,Macon,2
TN,Maury,2
TN,Robertson,2
TN,Rutherford,2
TN,Smith,2
TN,Sumner,2
TN,Trousdale,2
TN,Williamson,2
TN,Wilson,2
NC,Craven,1
NC,Jones,1
NC,Pamlico,1
CT,New Haven,1
LA,Jefferson,2
LA,Orleans,2
LA,Plaquemines,2
LA,St. Bernard,2
LA,St. Charles,2
LA,St. James,2
LA,St. John,2
LA,Baptist,2
LA,St. Tammany,2
MI,Berrien,2
FL,Manatee,1
FL,Sarasota,1
CT,New London,1
FL,Marion,2
NJ,Cape May,1
TX,Ector,3
UT,Box Elder,1
UT,Davis,1
UT,Morgan,1
UT,Weber,1
OK,Canadian,2
OK,Cleveland,2
OK,Grady,2
OK,Lincoln,2
OK,Logan,2
OK,McClain,2
OK,Oklahoma,2
WA,Thurston,1
IA,Harrison,2
IA,Mills,2
IA,Pottawattamie,2
NE,Cass,2
NE,Douglas,2
NE,Sarpy,2
NE,Saunders,2
NE,Washington,2
FL,Lake,1
FL,Orange,1
FL,Osceola,1
FL,Seminole,1
WI,Winnebago,1
KY,Daviess,1
KY,Hancock,1
KY,McLean,1
CA,Ventura,1
FL,Brevard,1
FL,Bay,2
FL,Escambia,1
FL,Santa Rosa,1
IL,Fulton,1
IL,Marshall,1
IL,Peoria,1
IL,Stark,1
IL,Tazewell,1
IL,Woodford,1
AZ,Maricopa,1
AZ,Pinal,1
AR,Cleveland,3
AR,Jefferson,3
AR,Lincoln,3
MA,Berkshire,1
ID,Bannock,1
ID,Power,1
ME,Cumberland,0
ME,Sagadahoc,0
ME,York,0
OR,Clackamas,1
OR,Columbia,1
OR,Multnomah,1
OR,Washington,1
WA,Yamhill,1
WA,Clark,1
WA,Skamania,1
FL,Martin,1
FL,St. Lucie,1
NY,Dutchess,1
NY,Orange,1
AZ,Yavapai,1
MA,Bristol,1
RI,County,1
RI,Bristol,1
RI,Kent,1
RI,Newport,1
RI,Providence,1
RI,Washington,1
UT,Juab,0
UT,Utah,0
CO,Pueblo,1
FL,Charlotte,1
WI,Racine,1
NC,Franklin,1
NC,Johnston,1
NC,Wake,1
SD,Meade,2
SD,Pennington,2
NV,Storey,2
NV,Washoe3,2
VA,Amelia,1
VA,Charles,1
VA,Chesterfield,1
VA,Dinwiddie,1
VA,Goochland,1
VA,Hanover,1
VA,Henrico,1
VA,King,1
VA,Queen,1
VA,King,1
VA,William,1
VA,New Kent,1
VA,Powhatan,1
VA,Prince,1
VA,George,1
VA,Sussex,1
VA,Colonial,1
VA,Heights,1
VA,Hopewell,1
VA,Petersburg,1
VA,Richmond,1
CA,Riverside,2
CA,San Bernardino,2
VA,Botetourt,1
VA,Craig,1
VA,Franklin,1
VA,Roanoke,1
VA,Roanoke,1
VA,Salem,1
MN,Dodge,1
MN,Fillmore,1
MN,Olmsted,1
MN,Wabasha,1
NY,Livingston,1
NY,Monroe,1
NY,Ontario,1
NY,Orleans,1
NY,Wayne,1
NY,Yates,1
IL,Boone,2
IL,Winnebago,2
CA,El Dorado,1
CA,Placer,1
CA,Sacramento,1
CA,Yolo,1
MI,Saginaw,2
OR,Marion2,1
OR,Polk,1
CA,Monterey,1
DE,Sussex,1
MD,County,1
MD,Somerset,1
MD,Wicomico,1
MD,Worcester,1
UT,Salt Lake,2
UT,Tooele,2
TX,Irion,1
TX,Sterling,1
TX,Tom Green,1
TX,Atascosa,2
TX,Bandera,2
TX,Bexar,2
TX,Comal,2
TX,Guadalupe,2
TX,Kendall,2
TX,Medina,2
TX,Wilson3,2
CA,San Diego,1
CA,Oakland-Berkeley-Livermore,2
CA,San Francisco-San,2
CA,Mateo-Redwood,2
CA,San Rafael,2
CA,Alameda,2
CA,Contra Costa,2
CA,San Francisco,2
CA,San Mateo,2
CA,Marin,1
CA,San Benito,1
CA,Santa Clara,1
CA,San Luis,1
CA,Obispo,1
CA,Santa Cruz,1
CA,Sonoma,1
PA,Lackawanna,1
PA,Luzerne,1
PA,Wyoming,1
FL,Indian River,1
FL,Highlands,1
WI,Sheboygan,1
TX,Grayson,1
LA,Bossier,2
LA,Caddo,2
LA,De Soto Parishes,2
AZ,Cochise,1
IA,Woodbury,1
NE,Dakota,1
NE,Dixon,1
SD,Union,1
SD,Lincoln,1
SD,McCook,1
SD,Minnehaha,1
SD,Turner,1
SC,Spartanburg,2
SC,Union,2
WA,Spokane,2
WA,Stevens,2
IL,Menard,2
IL,Sangamon,2
MA,Franklin,1
MA,Hampden,1
MA,Hampshire,1
MO,Christian,2
MO,Dallas,2
MO,Greene,2
MO,Polk,2
MO,Webster,2
OH,Clark,1
PA,Centre,0
VA,Augusta,1
VA,Staunton,1
VA,Waynesboro,1
MN,Benton,1
MN,Stearns,1
UT,Washington,1
KS,Doniphan,2
MO,Andrew,2
MO,Buchanan,2
MO,DeKalb,2
CA,San Joaquin,2
SC,Clarendon,2
SC,Sumter,2
NY,Madison,1
NY,Onondaga,1
NY,Oswego,1
FL,Gadsden,2
FL,Jefferson,2
FL,Leon,2
FL,Wakulla,2
FL,Hernando,1
FL,Hillsborough,1
FL,Pasco,1
FL,Pinellas,1
AR,Little River,2
AR,Miller,2
TX,Bowie,2
FL,Sumter,1
OH,Fulton,2
OH,Lucas,2
OH,Ottawa,2
OH,Wood,2
KS,Jackson,2
KS,Jefferson,2
KS,Osage,2
KS,Shawnee,2
KS,Wabaunsee,2
NJ,Mercer,1
AZ,Pima,2
OK,Creek,2
OK,Okmulgee,2
OK,Osage,2
OK,Pawnee,2
OK,Rogers,2
OK,Tulsa,2
OK,Wagoner,2
ID,Jerome,1
ID,Twin Falls,1
TX,Smith,1
HI,Honolulu,1
NY,Herkimer,1
NY,Oneida,1
CA,Solano,2
TX,Goliad,2
TX,Victoria,2
NJ,Cumberland,1
NC,Camden,1
NC,Currituck,1
VA,Gloucester,1
VA,Isle of Wight,1
VA,James City,1
VA,Mathews,1
VA,Southampton,1
VA,York,1
VA,Counties,1
VA,Chesapeake,1
VA,Franklin,1
VA,Hampton,1
VA,Newport,1
VA,News,1
VA,Norfolk,1
VA,Poquoson,1
VA,Portsmouth,1
VA,Virginia Beach,1
VA,Williamsburg,1
CA,Tulare,1
TX,Falls,2
TX,McLennan,2
WA,Walla Walla,1
GA,Houston,1
GA,Peach,1
NY,Jefferson,1
WI,Lincoln,1
WI,Marathon3,1
OH,Jefferson,0
WV,Brooke,0
WV,Hancock,0
WA,Chelan,0
WA,Douglas,0
KS,Butler,2
KS,Harvey,2
KS,Sedgwick,2
KS,Sumner,2
TX,Archer,1
TX,Clay,1
TX,Wichita,1
NC,New Hanover,1
NC,Pender,1
VA,Frederick,1
VA,Winchester City,1
WV,Hampshire,1
CT,Windham,1
MA,Worcester,1
WA,Yakima,1
CA,Sutter,2
CA,Yuba,2
AZ,Yuma,1
